Date,SNP500_Open,SNP500_Close,SNP500_Returns,VIX_Open,MA_20,MA_50,RSI,MACD_Hist,Target,nyt_vader_sentiment,nyt_swn_compound,wp_vader_sentiment,wp_swn_compound,wsj_vader_sentiment,wsj_swn_compound,Trump_vader_sentiment,Trump_Patriotic_Messaging,Trump_Immigration_Media,Trump_Policy_Trade,Trump_Foreign_Affairs,Trump_Elections_Fake_News,Trump_Security_Foreign_Influence,Trump_Domestic_Events_Disaster,Trump_State_Politics_Crime,Trump_International_Economy,Trump_Elections_Taxes,trend_macd,volatility_atr,momentum_stoch_rsi,volume_obv,trend_ichimoku_base,returns_tomorrow
2017-01-27,2299.02001953125,2294.68994140625,-0.0008664638929263,10.56999969482422,2271.531982421875,2245.44978515625,59.51014992841822,0.7890436858230512,0,-0.0243124999999999,-0.0095833333333333,-0.1586090909090909,0.0075622294372294,0.0999,0.0118795249264294,0.899,0.0017253512,0.0017254645,0.0017254644,0.001725171,0.0017252804,0.50865495,0.0017251568,0.00172538,0.0017253362,0.4775424,0.6963423888353759,1.2032289766263886,0.6605175203511744,286740600.0,198.05508201760773,-0.0060095435176958
2017-01-30,2286.010009765625,2280.89990234375,-0.0060095435176958,11.100000381469728,2273.113977050781,2247.4599853515624,56.07159621513453,-0.0669813058417805,0,0.0017781249999999,0.0154296874999999,-0.0080117647058823,0.0255981559290382,0.0233918604651162,0.0011084910821212,-0.7199,0.0010998829,0.3769111,0.0010998653,0.0010997958,0.0010997982,0.0010998297,0.0010999223,0.00109991,0.61428994,0.001099913,0.6402098908840514,1.3064587588638648,0.217512522928689,207003300.0,198.05508201760773,-0.000889905407144
2017-01-31,2274.02001953125,2278.8701171875,-0.000889905407144,12.289999961853027,2275.1159790039064,2249.4985888671877,54.94306242798075,-0.837832125149113,1,-0.0126178571428571,-0.0055289824263038,-0.019995652173913,0.0148340940460505,0.0036866666666666,0.0022476349861909,0.9774,0.7675902,0.10438878,0.0020020893,0.0020017242,0.0020020057,0.0020019326,0.114006735,0.002002263,0.0020020613,0.0020021796,0.5875418758484727,1.2875923791848911,0.2119311211022589,131122500.0,198.05508201760773,0.0002983634896507
2017-02-01,2285.590087890625,2279.550048828125,0.0002983634896507,11.789999961853027,2276.2019775390627,2251.3471875,52.22372244411816,-1.3400507651282003,1,0.0055666666666666,-0.0133101851851851,-0.017708,0.0300773809523809,0.0322669565217391,0.0082883937970541,-0.9306,0.0027044662,0.34786105,0.0027044963,0.002704082,0.0027040904,0.6305048,0.002704074,0.0027042674,0.0027042294,0.0027044099,0.5458508380839078,1.3029234959295282,0.2661307829883577,210240200.0,198.05508201760773,0.0005703094032936
2017-02-02,2276.68994140625,2280.85009765625,0.0005703094032936,12.369999885559082,2276.706982421875,2253.32619140625,55.68672847738645,-1.6049401514327355,1,0.0200323529411764,-0.0126619397759103,-0.0760666666666666,0.0229232804232804,0.0896657894736842,0.0027828632198132,0.9711,0.0015161083,0.0015161631,0.001516141,0.98635525,0.0015160271,0.0015160897,0.0015159012,0.0015161692,0.00151598,0.0015161303,0.517413842314852,1.284410618602876,0.3101494991701937,279897800.0,198.05508201760773,0.0072647580986477
2017-02-03,2288.5400390625,2297.419921875,0.0072647580986477,11.84000015258789,2278.127978515625,2255.3109912109376,60.96246255066675,-0.7290508443252239,0,0.0062702702702702,0.0117318211068211,-0.0163095238095238,0.0165910808767951,0.0270825242718446,0.0057443419078875,-0.8443,0.055630974,0.21566826,0.0010997797,0.0010996381,0.0010997335,0.0010996804,0.35577312,0.0010997303,0.0010996837,0.36632937,0.5986114735061676,1.3114168329022342,0.7017347220962904,360461000.0,198.05508201760773,-0.0021153569858851
2017-02-06,2294.280029296875,2292.56005859375,-0.0021153569858851,11.369999885559082,2278.906982421875,2257.1033935546875,62.09203198407018,-0.5499900558061164,1,-0.0337692307692307,-0.0162164224664224,-0.02133,0.0135540674603174,0.1249166666666666,0.0115968010539343,-0.9826,0.66132,0.001317373,0.00131724,0.0013170858,0.0013173262,0.0013171277,0.0013172359,0.3281419,0.0013173351,0.0013173644,0.626842658257317,1.2501392151549438,0.5490390486392178,302670900.0,198.05508201760773,0.0002268291856959
2017-02-07,2295.8701171875,2293.080078125,0.0002268291856959,11.390000343322754,2280.1159912109374,2258.870595703125,60.75316109113705,-0.4724894540500806,1,-0.0460083333333333,-0.0024925595238095,-0.0470333333333333,0.0059523809523809,0.1045039215686274,0.0090227270350141,-0.8894,0.0025017143,0.002501842,0.97748536,0.0025013853,0.0025015392,0.0025015671,0.0025012288,0.002501655,0.0025017096,0.002501982,0.6425162891158607,1.2072136517748888,0.551461719287415,360602100.0,198.05508201760773,0.00069332238554
2017-02-08,2289.550048828125,2294.669921875,0.00069332238554,11.1899995803833,2281.4044921875,2260.4969921875,66.85161379427575,-0.3933569380399415,1,-0.0155999999999999,0.0119341563786008,0.06996,0.009,0.0973619469026548,2.2545567599883803e-05,0.9777,0.0009812173,0.0009812174,0.0009811983,0.000981086,0.0009812072,0.0009810986,0.0009810864,0.9911695,0.0009811382,0.0009812634,0.6683738354387287,1.1808064887984164,0.5920035535233167,412168300.0,198.05508201760773,0.0057525464497805
2017-02-09,2296.699951171875,2307.8701171875,0.0057525464497805,11.4399995803833,2283.0319946289064,2262.6199951171875,68.74874799679488,0.4244922258099688,1,-0.0443846153846153,-0.0012337199837199,0.0076666666666666,0.0170510912698412,0.0410086956521739,0.0113316715739652,0.7375,0.0012355944,0.0012357114,0.0012355163,0.0012353424,0.9888802,0.0012354153,0.0012355193,0.001235559,0.0012354885,0.0012355966,0.775756100714716,1.2120556447288848,0.9083061249279334,478123500.0,199.06809944298445,0.0035660501028451
2017-02-10,2312.27001953125,2316.10009765625,0.0035660501028451,10.850000381469728,2285.3150024414062,2264.848798828125,75.54718497805378,1.344326664957098,1,0.1129128205128205,0.0204632173382173,0.1023125,0.0373046875,0.1115873417721519,0.0124820661691407,-0.7705,0.97628504,0.0026351123,0.0026351847,0.0026348305,0.002635138,0.0026349186,0.0026347213,0.0026348636,0.0026350976,0.0026351656,0.9144376409379332,1.1930208818389167,1.0,544139400.0,199.4261337851247,0.0052458450979924
2017-02-13,2321.719970703125,2328.25,0.0052458450979924,11.359999656677246,2287.9955078125,2267.43759765625,74.86073353304728,2.5269605216342157,1,-0.0978961538461538,0.0021653693528693,-0.1891818181818181,0.0348484848484848,0.1059743243243243,0.011433839530656,0.9735,0.001962877,0.0019628208,0.982334,0.0019631356,0.001962974,0.001962912,0.0019626238,0.0019628191,0.0019627693,0.0019630515,1.1004432294617177,1.2099469956532638,1.0,599321500.0,199.99374439559972,0.0040073351766347
2017-02-14,2326.1201171875,2337.580078125,0.0040073351766347,11.170000076293944,2291.480017089844,2270.36759765625,72.29620168813861,3.6266022927740593,1,-0.073458064516129,0.0018865207373271,-0.1654875,-0.002734375,0.0753247787610619,0.0146250205101132,-0.1577,0.0023863118,0.00238641,0.0023862554,0.00238643,0.0023862738,0.00238613,0.0023860421,0.0023863225,0.0023865139,0.9785233,1.2984251276110683,1.2243106639147086,1.0,670430500.0,200.2732270917847,0.0049923089198982
2017-02-15,2335.580078125,2349.25,0.0049923089198982,10.84000015258789,2295.3480224609375,2273.5135986328123,76.84627602939379,4.757638795420046,0,0.0204266666666666,-0.0092261904761904,-0.0217033333333333,0.0163012566137566,0.0897530973451327,0.0058634963327996,-0.9342,0.0008480746,0.00084808073,0.0008480165,0.82428116,0.0008480087,0.0008480111,0.0008479483,0.00084803713,0.0008480167,0.16893461,1.5237313903986376,1.2547032594546677,1.0,757216300.0,200.89761714283367,-0.0008641180363413
2017-02-16,2349.639892578125,2347.219970703125,-0.0008641180363413,12.020000457763672,2299.524523925781,2276.363798828125,76.8148633727234,4.963919605748046,1,-0.0059611111111111,-0.0102347883597883,0.0708888888888888,0.0141341490299823,0.0674705882352941,0.0098046000791686,-0.931,0.0014507958,0.001450768,0.0014506383,0.0014505178,0.0014506805,0.0014504935,0.0014505445,0.0014506747,0.0014506493,0.9869442,1.6689565696462694,1.243632147711907,0.9353875983410108,672493900.0,200.90635221433112,0.0016785565287558
2017-02-17,2343.010009765625,2351.159912109375,0.0016785565287558,11.84000015258789,2303.5170166015623,2279.1423974609374,89.87543473140181,4.949443689139468,1,0.0144181818181818,-0.0043921356421356,0.02300625,0.0020165381493506,0.149267816091954,0.0109917275415058,0.732,0.0010650749,0.0010650749,0.0010649911,0.0010650392,0.001064995,0.0010648937,0.0010648778,0.001065059,0.001064996,0.99041504,1.7894886275134922,1.220569484628368,0.96632446981219,749698000.0,200.90635221433112,0.0060480661608284
2017-02-21,2354.909912109375,2365.3798828125,0.0060480661608284,12.050000190734863,2308.526013183594,2281.6229931640623,93.12999956181564,5.442127254691066,0,-0.0310071428571428,0.0115433673469387,0.0253142857142857,0.0444444444444444,0.0530093220338983,0.0141076446681424,-0.8016,0.0052714692,0.95255893,0.0052717035,0.00527088,0.0052711857,0.005270721,0.0052706474,0.005271149,0.005271832,0.0052714935,1.961062157876256,1.2382419297249434,1.0,838644100.0,201.70977958891513,-0.001082200145408
2017-02-22,2361.110107421875,2362.820068359375,-0.001082200145408,11.479999542236328,2312.6635131835938,2283.955595703125,90.75094507343135,5.1436108748450415,1,0.0556607142857142,-0.0017219387755102,0.0752931034482758,0.0249589490968801,0.1122008928571428,0.0153473199467954,0.9356,0.0033355278,0.003335991,0.003335555,0.0033350016,0.9699806,0.0033351406,0.003334927,0.0033358107,0.0033356715,0.003335742,2.0585077459602417,1.1764197315455789,0.9312808342617628,776528900.0,201.70977958891513,0.0004189867216857
2017-02-23,2367.5,2363.81005859375,0.0004189867216857,11.65999984741211,2315.935510253906,2286.0411962890626,90.72279107225036,4.579651331756544,1,0.0561564102564102,0.0114087301587301,0.11781875,0.0155412946428571,0.0517254716981132,0.0136335023778549,-0.5242,0.0034511888,0.0034513,0.96894026,0.0034507706,0.003451193,0.003450861,0.003450916,0.0034511844,0.0034509012,0.0034513902,2.1225401418965077,1.1757966859320204,0.930401266365416,851144800.0,201.80146036114456,0.0014933641914423
2017-02-24,2355.72998046875,2367.340087890625,0.0014933641914423,11.8100004196167,2319.4685180664064,2288.248798828125,89.36078393644947,4.030542254804942,1,-0.0365897435897435,0.0021100427350427,-0.10243125,0.0079548272907647,-0.0394285714285714,0.0110605355420257,-0.9505,0.001925038,0.0019252193,0.001924941,0.0019251099,0.0019249743,0.0019247952,0.001924774,0.0019249907,0.001924899,0.9826753,2.1694204581092436,1.1787284836146958,0.9596947034984636,933526400.0,201.80146036114456,0.0010179830611165
2017-02-27,2365.22998046875,2369.75,0.0010179830611165,11.779999732971191,2323.2215209960937,2290.2093994140623,94.68581281623652,3.4388566842979564,0,-0.018395652173913,0.0244047619047619,-0.1035666666666666,0.0246031746031746,0.1089863636363636,0.0038901722044158,0.9391,0.0037071707,0.0037074396,0.0037070927,0.003706956,0.9666353,0.0037071174,0.0037069772,0.0037073093,0.0037069714,0.0037076718,2.207203274084492,1.1446895875340048,0.9955264968022144,990041800.0,201.98050103068095,-0.0025783763780462
2017-02-28,2366.080078125,2363.639892578125,-0.0025783763780462,12.1899995803833,2327.3585205078125,2292.4165966796877,88.36452357121809,2.299936535636387,1,-0.0089275,0.011438492063492,0.0605461538461538,0.0161858974358974,0.0769141414141414,0.0142966836043109,0.296,0.8997702,0.011136237,0.011136475,0.011135953,0.0111374855,0.011135937,0.011137201,0.011136436,0.011136866,0.011137205,2.167063700399894,1.125412338418697,0.6810660799192465,893079900.0,201.98050103068095,0.0136738546598662
2017-03-01,2380.1298828125,2395.9599609375,0.0136738546598662,12.3100004196167,2333.2130126953125,2295.0951953125,91.27886846367836,3.325006449119652,0,0.0309195652173913,-0.0064408643892339,-0.081596,0.0249514652014652,0.2016937007874015,0.0109605475157607,0.4199,0.54986405,0.050013527,0.050017532,0.050017107,0.050018843,0.050013155,0.0500091,0.050016038,0.050017282,0.050013322,2.3415069502484585,1.3490867873496302,1.0,1042238100.0,203.73139787242212,-0.0058598805035984
2017-03-02,2394.75,2381.919921875,-0.0058598805035984,12.43000030517578,2338.331506347656,2297.5721923828123,79.97244939503298,2.6865154391116413,1,0.0736605263157894,0.0121371136173767,0.0839,0.0204260651629072,0.0834733333333333,0.0172755311741103,0.5151,0.001756457,0.2745464,0.0017564258,0.114556596,0.0017563612,0.0017562608,0.0017561641,0.0017565485,0.001756465,0.5986023,2.346306210145258,1.3512794417593943,0.0399008850847681,971992100.0,203.7532508801702,0.00050387727206
2017-03-03,2380.919921875,2383.1201171875,0.00050387727206,11.960000038146973,2343.4450073242188,2299.983994140625,78.7639568803648,2.0052804663253454,0,0.16463,0.0230543154761904,-0.0360555555555555,0.004319234006734,0.1228747252747252,0.0137316784567511,0.6942,0.0015634384,0.0015636347,0.0015635255,0.0015632579,0.0015633814,0.9859291,0.0015633063,0.0015634778,0.0015633757,0.0015635708,2.333772792371775,1.2930003825546736,0.034085499043248,1053966400.0,203.7532508801702,-0.0032772408480052
2017-03-06,2375.22998046875,2375.31005859375,-0.0032772408480052,11.59000015258789,2347.3395141601563,2302.0749951171874,70.97895552537179,0.7533820742081261,0,0.0266875,0.0149987599206349,-0.06518125,-0.007626488095238,0.1208912087912088,0.0115945496972199,0.9429,0.001928879,0.73324895,0.0019287718,0.0019287263,0.25132045,0.0019286883,0.0019287263,0.0019290582,0.0019289483,0.001928857,2.247900379003255,1.2868288636135157,0.0,998574900.0,203.7532508801702,-0.0029133737680216
2017-03-07,2370.739990234375,2368.389892578125,-0.0029133737680216,11.270000457763672,2351.131005859375,2304.1391943359376,64.03633071360088,-0.7354967559350669,0,-0.072590243902439,-0.0006424216027874,0.050092,0.0120376984126984,0.0346555555555555,0.0034456112198084,0.9094,0.0010880914,0.0010881311,0.0010880488,0.0010879365,0.0010879819,0.0010879905,0.0010878887,0.0010880412,0.0010880384,0.99020785,2.105544807152256,1.2463479286055843,0.0,933471200.0,203.7532508801702,-0.0022842151650487
2017-03-08,2369.81005859375,2362.97998046875,-0.0022842151650487,11.489999771118164,2354.6260009765624,2306.1795947265623,56.6334666993791,-2.196803623076363,1,0.0432972972972972,0.0243645431145431,-0.0522193548387096,0.0183184087417958,0.0708138613861386,0.0130862676117457,0.9647,0.9812244,0.0020861095,0.00208619,0.0020861293,0.0020862261,0.0020863768,0.0020860275,0.0020860657,0.002086158,0.0020863293,1.9393620312014548,1.23000008747905,0.0,855302400.0,203.7532508801702,0.0007998953585612
2017-03-09,2363.489990234375,2364.8701171875,0.0007998953585612,11.75,2358.1360107421874,2308.2011962890624,58.538987959548614,-3.0933457755050107,1,-0.1096966666666666,0.0040922619047619,-0.0717571428571428,-0.0013723544973544,0.0835247422680412,0.0119917206898531,0.9647,0.0029469929,0.0029470788,0.002947085,0.0029471964,0.0029472213,0.0029465936,0.0029466797,0.0029469403,0.002946976,0.9734772,1.8079594006382536,1.237991773752234,0.0513857947792794,945986300.0,203.9715492046842,0.0032686701956989
2017-03-10,2372.52001953125,2372.60009765625,0.0032686701956989,11.970000267028809,2361.372509765625,2310.275600585938,60.00565117227645,-3.2091705790390037,1,0.0166285714285714,0.0093277588813303,0.0081611111111111,0.0090139991181657,0.0200135135135135,0.0038986159600895,0.0,0.014291548,0.014290984,0.014291641,0.014290665,0.014290925,0.014291589,0.8713759,0.014291446,0.014292219,0.014293054,1.742225733794612,1.2390720389520582,0.1878674892347916,1027978000.0,203.9715492046842,0.0003666328125562
2017-03-13,2371.56005859375,2373.469970703125,0.0003666328125562,12.15999984741211,2364.241003417969,2312.7466015625,54.31286035948095,-3.2600668260060246,0,0.0452105263157894,0.0154161445279866,-0.009615,0.0162276785714285,0.1337042553191489,0.0175217336034619,0.8391,0.0017598075,0.88382107,0.001759856,0.0017597949,0.0017602023,0.0017599538,0.0017597592,0.0017600412,0.0017596772,0.102099806,1.679230476970389,1.169307644929059,0.2071466563067594,1085234800.0,204.62216093988857,-0.0033790271755046
2017-03-14,2368.550048828125,2365.449951171875,-0.0033790271755046,11.390000343322754,2366.1010009765623,2315.070400390625,51.324871473200005,-3.8275008704094375,1,-0.043028125,-0.0047433035714285,-0.0260571428571428,-0.0046272675736961,0.0316297872340425,0.0101479786982286,0.8475,0.0100273825,0.90976095,0.010026182,0.010025212,0.010026934,0.010025749,0.01002596,0.010026398,0.010027447,0.010027843,1.5473419418269998,1.193851212431479,0.0,1025354000.0,204.62216093988857,0.0083747527965813
2017-03-15,2370.340087890625,2385.260009765625,0.0083747527965813,12.119999885559082,2368.484997558594,2317.9989990234376,59.08353097595824,-2.9041707504904046,0,0.0484076923076923,0.0299603174603174,-0.0224799999999999,0.0001489898989899,0.1421533333333333,0.008141474110078,0.8326,0.9898783,0.0011246671,0.0011246601,0.0011245752,0.0011246505,0.0011245651,0.0011245536,0.0011246584,0.0011246144,0.0011247607,1.56919155651579,1.2962855182041677,0.3090214050712122,1121435800.0,204.62216093988857,-0.0016267102694209
2017-03-16,2387.7099609375,2381.3798828125,-0.0016267102694209,11.289999961853027,2370.0914916992188,2320.4699951171874,55.92793335133832,-2.6000941283067043,0,-0.0289322580645161,0.0076084869431643,-0.0031241379310344,-0.0038895730706075,0.1041252336448598,0.0118784598289133,0.9747,0.0024428992,0.0024427667,0.0024428212,0.0024425942,0.002443003,0.0024427895,0.0024426142,0.0024427106,0.0024426861,0.97801507,1.53568431404139,1.2627167490278808,0.1864734328508731,1043091800.0,204.62216093988857,-0.0013143147950017
2017-03-17,2383.7099609375,2378.25,-0.0013143147950017,11.380000114440918,2371.6429931640623,2322.6199951171875,53.567213114754104,-2.646288831756337,0,-0.0439333333333333,0.0212990520282186,-0.1345277777777777,-0.012756283068783,0.1053584415584415,0.0104882401151666,0.9565,0.0033363346,0.003336196,0.9699754,0.0033360317,0.003335946,0.0033358412,0.0033356645,0.0033360908,0.0033360855,0.0033364475,1.4627521992379684,1.2188905240534929,0.0784542928003547,954089700.0,205.02822805949307,-0.0020098935338483
2017-03-20,2378.239990234375,2373.469970703125,-0.0020098935338483,11.710000038146973,2372.75849609375,2324.70939453125,54.17198560984101,-3.008882279594662,0,0.0338884615384615,-0.0006410256410256,0.0362333333333333,0.0478257275132275,0.0824119565217391,0.0220500022029171,0.9289,0.0011512551,0.44750842,0.0011512118,0.0011511336,0.0011511785,0.0011511279,0.0011511515,0.0011512499,0.001151216,0.5432821,1.3707543317145792,1.1882169052079965,0.010658536580472,901552700.0,205.63077259820045,-0.0124079729406268
2017-03-21,2379.320068359375,2344.02001953125,-0.0124079729406268,11.149999618530272,2371.6905029296877,2326.0501953125,27.405712877764454,-5.118299512337753,1,0.1202166666666666,0.0309833829365079,0.1611,0.0199784080298786,-0.0452127659574468,0.0017093803048652,0.9286,0.0029553007,0.716366,0.00295533,0.25999063,0.0029553617,0.0029557517,0.0029561585,0.002955158,0.0029549627,0.0029553869,1.0703607944513749,1.4228572754800044,0.0,769743400.0,206.25514850208543,0.0018898864360001
2017-03-22,2343.0,2348.449951171875,0.0018898864360001,12.949999809265137,2370.9719970703127,2327.6411962890625,34.111901500348836,-6.03821230344772,0,-0.0144233333333333,0.0265972222222222,0.0278709677419354,0.0155017921146953,0.0695836734693877,0.0132432015963394,-0.5857,0.005266862,0.0052668722,0.005267031,0.0052664825,0.0052669593,0.005265999,0.00526617,0.0052669095,0.13337894,0.82448775,0.8612920333018792,1.4173953860511173,0.0897849354735773,867312600.0,206.30321289321105,-0.0010602696613281
2017-03-23,2345.969970703125,2345.9599609375,-0.0010602696613281,12.649999618530272,2370.0794921875,2329.1823974609374,32.57357184073861,-6.592194347097665,0,0.0544749999999999,0.0262276785714285,-0.1217642857142857,0.0249999999999999,0.0792163265306122,0.0104559856491188,-0.368,0.0021779314,0.0021779775,0.0021779577,0.0021777737,0.0021778878,0.002177716,0.0021777728,0.002177939,0.0021777914,0.98039925,0.6701824654708446,1.4282664115125774,0.062867995025146,766902300.0,206.8402764737367,-0.0008439958489141
2017-03-24,2350.419921875,2343.97998046875,-0.0008439958489141,12.859999656677246,2368.911486816406,2330.555595703125,34.45775077754847,-6.840204857208738,0,-0.0202515151515151,0.0041486291486291,-0.1932,-0.0187235449735449,0.1007839506172839,0.0111284436588129,0.9678,0.0020847034,0.0020847374,0.0020846606,0.8016278,0.0020846974,0.0020846678,0.0020844063,0.0020847693,0.0020845649,0.18169497,0.5009218312900714,1.4678706426531998,0.0328151127575996,654397400.0,207.04113378387777,-0.0010195874529811
